uuf50-0459.cnf,F,1444
uuf50-0850.cnf,F,1821
uuf50-0842.cnf,F,637
uuf50-0846.cnf,F,390
uuf50-0467.cnf,F,708
uuf50-0385.cnf,F,2505
uuf50-0668.cnf,F,641
uuf50-0661.cnf,F,606
uuf50-0835.cnf,F,1268
uuf50-0636.cnf,F,1235
uuf50-0630.cnf,F,1353
uuf50-0140.cnf,F,1836
uuf50-0349.cnf,F,639
uuf50-0326.cnf,F,828
uuf50-064.cnf,F,966
uuf50-0253.cnf,F,1059
uuf50-0684.cnf,F,1247
uuf50-0644.cnf,F,2506
uuf50-0995.cnf,F,612
uuf50-0758.cnf,F,1471
uuf50-0576.cnf,F,2322
uuf50-0353.cnf,F,880
uuf50-0697.cnf,F,1700
uuf50-0927.cnf,F,630
uuf50-0134.cnf,F,1336
uuf50-0383.cnf,F,407
uuf50-0857.cnf,F,1681
uuf50-0646.cnf,F,1704
uuf50-0916.cnf,F,1923
uuf50-0723.cnf,F,2132
uuf50-0823.cnf,F,912
uuf50-0359.cnf,F,427
uuf50-0621.cnf,F,1046
uuf50-0638.cnf,F,1530
uuf50-0163.cnf,F,3091
uuf50-0782.cnf,F,517
uuf50-0788.cnf,F,2290
uuf50-0369.cnf,F,1880
uuf50-0596.cnf,F,1805
uuf50-0393.cnf,F,1507
uuf50-0637.cnf,F,918
uuf50-0643.cnf,F,2708
uuf50-0322.cnf,F,3259
uuf50-0372.cnf,F,864
uuf50-0429.cnf,F,2669
uuf50-0775.cnf,F,966
uuf50-0410.cnf,F,5136
uuf50-0167.cnf,F,459
uuf50-0305.cnf,F,901
uuf50-0317.cnf,F,1528
uuf50-0907.cnf,F,1189
uuf50-0227.cnf,F,1262
uuf50-0185.cnf,F,1042
uuf50-0602.cnf,F,517
uuf50-0799.cnf,F,765
uuf50-0481.cnf,F,1133
uuf50-0283.cnf,F,1193
uuf50-0477.cnf,F,900
uuf50-0482.cnf,F,1535
uuf50-028.cnf,F,2447
uuf50-095.cnf,F,771
uuf50-0698.cnf,F,1655
uuf50-0855.cnf,F,908
uuf50-01.cnf,F,809
uuf50-0564.cnf,F,586
uuf50-0614.cnf,F,1221
uuf50-0418.cnf,F,1673
uuf50-0262.cnf,F,1678
uuf50-0885.cnf,F,587
uuf50-0436.cnf,F,562
uuf50-0232.cnf,F,1368
uuf50-0351.cnf,F,1090
uuf50-0651.cnf,F,1321
uuf50-0671.cnf,F,807
uuf50-0941.cnf,F,1815
uuf50-0633.cnf,F,765
uuf50-0977.cnf,F,963
uuf50-0793.cnf,F,830
uuf50-0764.cnf,F,1634
uuf50-0702.cnf,F,2301
uuf50-0756.cnf,F,300
uuf50-0712.cnf,F,2714
uuf50-0904.cnf,F,1292
uuf50-0266.cnf,F,1368
uuf50-0902.cnf,F,896
uuf50-0115.cnf,F,1120
uuf50-0173.cnf,F,2022
uuf50-0499.cnf,F,1946
uuf50-0640.cnf,F,1091
uuf50-0360.cnf,F,1412
uuf50-0509.cnf,F,1103
uuf50-0982.cnf,F,657
uuf50-0538.cnf,F,1608
uuf50-0918.cnf,F,903
uuf50-0289.cnf,F,973
uuf50-0100.cnf,F,996
uuf50-0604.cnf,F,2638
uuf50-0201.cnf,F,1929
uuf50-0117.cnf,F,3103
uuf50-0792.cnf,F,1206
uuf50-0311.cnf,F,1253
uuf50-0114.cnf,F,603
uuf50-0998.cnf,F,1379
uuf50-0504.cnf,F,1247
uuf50-0376.cnf,F,261
uuf50-0129.cnf,F,662
uuf50-0779.cnf,F,5940
uuf50-0865.cnf,F,1763
uuf50-010.cnf,F,847
uuf50-0585.cnf,F,4235
uuf50-0259.cnf,F,1859
uuf50-0650.cnf,F,1069
uuf50-0452.cnf,F,2071
uuf50-040.cnf,F,1112
uuf50-0897.cnf,F,644
uuf50-0240.cnf,F,1124
uuf50-0901.cnf,F,1482
uuf50-0325.cnf,F,1220
uuf50-0177.cnf,F,1498
uuf50-06.cnf,F,1611
uuf50-0558.cnf,F,2706
uuf50-0512.cnf,F,4021
uuf50-0476.cnf,F,1873
uuf50-0551.cnf,F,1178
uuf50-0968.cnf,F,1981
uuf50-0544.cnf,F,631
uuf50-0787.cnf,F,3125
uuf50-0888.cnf,F,1479
uuf50-08.cnf,F,4241
uuf50-0243.cnf,F,2322
uuf50-0920.cnf,F,678
uuf50-070.cnf,F,2098
uuf50-0574.cnf,F,1691
uuf50-0236.cnf,F,527
uuf50-067.cnf,F,3115
uuf50-0678.cnf,F,634
uuf50-0225.cnf,F,924
uuf50-0312.cnf,F,1108
uuf50-0258.cnf,F,581
uuf50-0109.cnf,F,2315
uuf50-0416.cnf,F,1125
uuf50-0484.cnf,F,1241
uuf50-063.cnf,F,952
uuf50-0346.cnf,F,3996
uuf50-0540.cnf,F,1226
uuf50-0439.cnf,F,1594
uuf50-0976.cnf,F,1307
uuf50-0490.cnf,F,3797
uuf50-0923.cnf,F,3586
uuf50-0446.cnf,F,1514
uuf50-0692.cnf,F,2014
uuf50-0803.cnf,F,1685
uuf50-0834.cnf,F,1068
uuf50-0483.cnf,F,1107
uuf50-0615.cnf,F,551
uuf50-0841.cnf,F,555
uuf50-0392.cnf,F,1108
uuf50-0174.cnf,F,2172
uuf50-0832.cnf,F,760
uuf50-0974.cnf,F,1635
uuf50-0192.cnf,F,905
uuf50-0306.cnf,F,1330
uuf50-060.cnf,F,1805
uuf50-0838.cnf,F,750
uuf50-0559.cnf,F,662
uuf50-0612.cnf,F,984
uuf50-059.cnf,F,610
uuf50-0598.cnf,F,1163
uuf50-0913.cnf,F,4259
uuf50-0151.cnf,F,291
uuf50-0270.cnf,F,3868
uuf50-0304.cnf,F,2547
uuf50-0829.cnf,F,781
uuf50-0454.cnf,F,715
uuf50-0526.cnf,F,812
uuf50-099.cnf,F,4068
uuf50-0632.cnf,F,1641
uuf50-0318.cnf,F,1055
uuf50-0334.cnf,F,1347
uuf50-0341.cnf,F,1237
uuf50-0740.cnf,F,724
uuf50-0689.cnf,F,1696
uuf50-0929.cnf,F,945
uuf50-0337.cnf,F,2084
uuf50-0791.cnf,F,893
uuf50-0844.cnf,F,3936
uuf50-086.cnf,F,2145
uuf50-0282.cnf,F,1502
uuf50-083.cnf,F,1424
uuf50-0102.cnf,F,941
uuf50-0347.cnf,F,2259
uuf50-0700.cnf,F,780
uuf50-0197.cnf,F,993
uuf50-0511.cnf,F,2201
uuf50-0530.cnf,F,1440
uuf50-085.cnf,F,677
uuf50-0603.cnf,F,676
uuf50-0433.cnf,F,2445
uuf50-0884.cnf,F,1089
uuf50-0247.cnf,F,1285
uuf50-0527.cnf,F,1257
uuf50-0950.cnf,F,1696
uuf50-0271.cnf,F,1284
uuf50-0501.cnf,F,1458
uuf50-0849.cnf,F,1612
uuf50-016.cnf,F,2029
uuf50-0642.cnf,F,3981
uuf50-0708.cnf,F,939
uuf50-091.cnf,F,4143
uuf50-0252.cnf,F,2874
uuf50-0594.cnf,F,1958
uuf50-0745.cnf,F,403
uuf50-0658.cnf,F,1706
uuf50-0730.cnf,F,1525
uuf50-0292.cnf,F,1178
uuf50-0275.cnf,F,2623
uuf50-0899.cnf,F,2541
uuf50-0994.cnf,F,710
uuf50-0967.cnf,F,660
uuf50-0573.cnf,F,2571
uuf50-033.cnf,F,818
uuf50-0169.cnf,F,1138
uuf50-0963.cnf,F,914
uuf50-0870.cnf,F,1219
uuf50-0187.cnf,F,1345
uuf50-0784.cnf,F,4185
uuf50-054.cnf,F,2615
uuf50-0534.cnf,F,1987
uuf50-0669.cnf,F,4078
uuf50-0900.cnf,F,2668
uuf50-0934.cnf,F,1215
uuf50-0889.cnf,F,1830
uuf50-0766.cnf,F,2245
uuf50-0925.cnf,F,788
uuf50-0663.cnf,F,1089
uuf50-0942.cnf,F,1590
uuf50-0553.cnf,F,1688
uuf50-0200.cnf,F,1936
uuf50-0217.cnf,F,1905
uuf50-0670.cnf,F,401
uuf50-0370.cnf,F,1163
uuf50-0231.cnf,F,1733
uuf50-0230.cnf,F,1185
uuf50-0790.cnf,F,2275
uuf50-0342.cnf,F,1010
uuf50-0486.cnf,F,1138
uuf50-0868.cnf,F,777
uuf50-041.cnf,F,1187
uuf50-0541.cnf,F,1440
uuf50-0157.cnf,F,2360
uuf50-0244.cnf,F,1567
uuf50-0471.cnf,F,773
uuf50-0455.cnf,F,899
uuf50-014.cnf,F,1994
uuf50-025.cnf,F,2169
uuf50-0747.cnf,F,2920
uuf50-0898.cnf,F,1445
uuf50-03.cnf,F,611
uuf50-0987.cnf,F,851
uuf50-0442.cnf,F,1024
uuf50-0415.cnf,F,915
uuf50-0545.cnf,F,601
uuf50-0388.cnf,F,773
uuf50-0611.cnf,F,2786
uuf50-0161.cnf,F,1652
uuf50-0699.cnf,F,639
uuf50-0186.cnf,F,1691
uuf50-0946.cnf,F,2982
uuf50-0272.cnf,F,648
uuf50-0961.cnf,F,1712
uuf50-0336.cnf,F,1479
uuf50-0561.cnf,F,4282
uuf50-0273.cnf,F,836
uuf50-0894.cnf,F,1396
uuf50-0861.cnf,F,1642
uuf50-0531.cnf,F,3362
uuf50-0268.cnf,F,1574
